Timestamp,Channel,User,Message
2025-05-19T15:00:04.854447,forsen,snusbot,Looking for a Pleb Free Zone? Join other subscribers on Discord by typing !discord in chat and following the instructions.
2025-05-19T15:00:04.854620,nadeshot,madchris940,these games been looking super weird recently. Guys just holding positions and not moving
2025-05-19T15:00:04.933657,forsen,hksht,forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% !
2025-05-19T15:00:05.012742,sasavot,smertniq,А как же
2025-05-19T15:00:05.012933,sasavot,honsu9280,Да
2025-05-19T15:00:05.091862,forsen,elegigglesavedmylife,BBattata
2025-05-19T15:00:05.092049,kinggothalion,nightbot,Gothalion is primarily using Bluesky for socials now. Follow here! https://bsky.app/profile/gothalion.bsky.social
2025-05-19T15:00:05.092181,sasavot,sayf100029,По компотику мэйби
2025-05-19T15:00:05.092299,sasavot,isu113,(.)(.)
2025-05-19T15:00:05.170878,lolitofdez,elkirvin43,que gran peinado Lolo
2025-05-19T15:00:05.171026,forsen,stryx2,DIDNT CHANGE NATURE docnotL
2025-05-19T15:00:05.249884,nadeshot,nightbot,YouTube: youtube.com/Nadeshot | Gaming YouTube: youtube.com/NadeshotPlays | Twitter: twitter.com/Nadeshot | TikTok: tiktok.com/@nadeshot | Instagram: instagram.com/Nadeshot
2025-05-19T15:00:05.329022,sasavot,youngslidan,кб
2025-05-19T15:00:05.329214,trymacs,ichleckererkeks,hey Maxi
2025-05-19T15:00:05.329336,sasavot,sskeptaa_nn,с колой одень
2025-05-19T15:00:05.329504,sasavot,daaaaaaaaaa1,Заплыв по пивному каналу @sasavot
2025-05-19T15:00:05.329652,forsen,pinkeop,PagMan TEHRAN 🇮🇷 PagMan TEHRAN 🇮🇷 PagMan TEHRAN 🇮🇷 PagMan TEHRAN 🇮🇷
2025-05-19T15:00:05.408135,forsen,binaton3,forsenNugget TUNG TUNG TUNG SAHUR
2025-05-19T15:00:05.408345,sasavot,emchikkkk,сисивот
2025-05-19T15:00:05.408500,sasavot,prostoflozer,SUBprise
2025-05-19T15:00:05.408616,sasavot,ext3zyyy,ты в ней больше выглядишь
2025-05-19T15:00:05.408737,sasavot,dwi11ix,АЛКАШ
2025-05-19T15:00:05.408851,sasavot,paradise_rtm,курское/вино
2025-05-19T15:00:05.408963,sasavot,flawl3ssidk,БОРДОВЫЙ
2025-05-19T15:00:05.487244,sasavot,iciao_,ДНС
2025-05-19T15:00:05.487406,sasavot,fantroverst,ХУЙ
2025-05-19T15:00:05.568090,sasavot,nik321000,насик
2025-05-19T15:00:05.647255,sasavot,slavin_pisun,СИСЯВОТТ
2025-05-19T15:00:05.647433,xqc,traviate,zlazo agahi
2025-05-19T15:00:05.647575,sasavot,nice_iqi,SUBprise SUBprise SUBprise
2025-05-19T15:00:05.726298,sasavot,voody70,))
2025-05-19T15:00:05.726432,sasavot,1mpala__67,Пиво
2025-05-19T15:00:05.805584,sasavot,maksonchik257368,компот
2025-05-19T15:00:05.805748,sasavot,lewt123,открывай
2025-05-19T15:00:05.805880,sasavot,mopas14,Хпхппххпхп
2025-05-19T15:00:05.806020,sasavot,1ightnight,цвет дерьпа
2025-05-19T15:00:05.806134,sasavot,xanter8,алкаш
2025-05-19T15:00:05.911518,cohhcarnage,lpflea,not for your hard head
2025-05-19T15:00:06.021820,sasavot,from_papaz_to_gachibass,SUBprise SUBprise SUBprise
2025-05-19T15:00:06.100862,sasavot,rafsimons141,говно
2025-05-19T15:00:06.101068,lolitofdez,lit_stark,orale cocazo
2025-05-19T15:00:06.179905,sasavot,bezlimit_,виноу
2025-05-19T15:00:06.372336,forsen,hksht,forsenCoomer  Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% !
2025-05-19T15:00:06.451557,forsen,grandshine49,forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill ⠀
2025-05-19T15:00:06.451783,lirik,p14y3ron3,:0 1 hour until latefr's
2025-05-19T15:00:06.554650,forsen,ctrlscope,hksht scatso too PepeLaugh
2025-05-19T15:00:06.820204,lolitofdez,nightbot,¿Quieres apoyarme? Puedes suscribirte a mi canal de twitch y unirte aqui: https://www.twitch.tv/products/lolitofdez/ticket/new?ref=below_video_subscribe_button
2025-05-19T15:00:06.899227,cellbit,bolinhaaaa_,o meu inspetor sumiu.
2025-05-19T15:00:07.029545,forsen,oonoryoku,:BAND:
2025-05-19T15:00:07.108712,forsen,k3llam,45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE
2025-05-19T15:00:07.188576,sasavot,xxwin_artik,цвет говна
2025-05-19T15:00:07.271032,sasavot,reegi88,ааааа
2025-05-19T15:00:07.271224,illojuan,nightbot,"Si quieres suscribirte, haz click aquí: https://www.twitch.tv/subs/illojuan"
2025-05-19T15:00:07.271356,sasavot,nstropic,Поккжи бицуху пжпж
2025-05-19T15:00:07.271490,sasavot,hiartcart,SingsMic TheIlluminati SingsMic
2025-05-19T15:00:07.271595,sasavot,streamelements,TELEGRAM https://t.me/sasavot
2025-05-19T15:00:07.350109,sasavot,almat_8,Какашка
2025-05-19T15:00:07.350267,cohhcarnage,pappucio,@IrishAssassinO1 I wonder if they'll annouce anything...
2025-05-19T15:00:07.452704,sasavot,papasvintus23,АЙ БОЛЬНО
2025-05-19T15:00:07.531826,sasavot,deleti,кампотик
2025-05-19T15:00:07.531984,forsen,hksht,forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% !
2025-05-19T15:00:07.610871,sasavot,unfiend,Наливай
2025-05-19T15:00:07.611000,sasavot,grizzlik24,компотик
2025-05-19T15:00:07.750399,sasavot,fantomik66666,ЦВЕТ ГОВНА ГЛЕБАНЬ
2025-05-19T15:00:07.829445,sasavot,milfhunter_23,бордовый
2025-05-19T15:00:07.908513,sasavot,deniskaop7,ТОП
2025-05-19T15:00:07.908672,sasavot,illitii,розовое вино
2025-05-19T15:00:07.987542,sasavot,smyrff__,пиво жигулевское
2025-05-19T15:00:07.987652,sasavot,jetoii,Винишко бой
2025-05-19T15:00:07.987746,sasavot,3d_maestro,ГО с рубашечкой
2025-05-19T15:00:07.987827,sasavot,ferz77714,ЦВЕТ ГОЛВНА
2025-05-19T15:00:08.066708,sasavot,okroshka90,а пиво когда ?
2025-05-19T15:00:08.145639,forsen,grandshine49,forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill
2025-05-19T15:00:08.224687,sasavot,beliydava,наливай
2025-05-19T15:00:08.224818,sasavot,krytoi_18,ЭТО ЧТО ЗНАЧИТ НАДО ВЫПИТЬ!!!!!!!!!!!!!!
2025-05-19T15:00:08.224919,sasavot,yuzuha22,АЛКААШ
2025-05-19T15:00:08.225006,sasavot,wllaxxdd,ДВЕ/ПИВНЫЕ/СИСЬКИ
2025-05-19T15:00:08.420336,sasavot,heneofay,говно
2025-05-19T15:00:08.499415,gaules,nitr0z,eu acho que a faze bate na vitality
2025-05-19T15:00:08.499584,sasavot,masthappen,имба
2025-05-19T15:00:08.578549,sasavot,melodiki,игристое
2025-05-19T15:00:08.578683,sasavot,tentakly153,ПИВО
2025-05-19T15:00:08.578805,sasavot,zefirkaser,ЦВЕТ/ВИНО
2025-05-19T15:00:08.578916,sasavot,faze_colt228,ГЛЕБАНЯ ЛЕРА ЖДЕТ
2025-05-19T15:00:08.579021,sasavot,fov67,АЛКАШ ЕБУЧИЙ
2025-05-19T15:00:08.579124,forsen,hksht,forsenCoomer  Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% !
2025-05-19T15:00:08.778001,sasavot,sw1aia_,окак
2025-05-19T15:00:08.857140,sasavot,theglameer,бордовый же
2025-05-19T15:00:08.857330,forsen,k3llam,45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE 45k reroll LULE
2025-05-19T15:00:08.857447,sasavot,vasapoopkin337,Алкаш
2025-05-19T15:00:08.936434,sasavot,skycloud92,ТЫ КАК МЭРЛИН МОНРО
2025-05-19T15:00:09.015612,sasavot,gamemode2288,ПОМИДОР СИСЯСТЫЙ
2025-05-19T15:00:09.095026,gaules,mss79,legacy vai calar a boca de vcs
2025-05-19T15:00:09.207546,trymacs,jenerderbleibt,servus
2025-05-19T15:00:09.318305,cohhcarnage,alexandria_dk,have to test it
2025-05-19T15:00:09.397439,cohhcarnage,kyo_qt,Valheim reference LUL
2025-05-19T15:00:09.504868,trymacs,xjaypeax,moin
2025-05-19T15:00:09.583971,forsen,grandshine49,forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill Beating it today 1000% ! forsSmash forsenGrill ⠀
2025-05-19T15:00:09.698118,forsen,hksht,forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% ! forsenCoomer Beating it today 1000% !
2025-05-19T15:00:09.999528,trymacs,avatarnummr1,hi
2025-05-19T15:00:10.078640,lolitofdez,ralygame,Asi le hicieron a un primo mio
2025-05-19T15:00:10.157675,yogscast,fewshallown,yasss team blue pog
2025-05-19T15:00:10.317166,sasavot,nikitos23334,компотик полусладкий
