Timestamp,Channel,User,Message
2025-05-09T07:06:35.710625,xqc,moenysoulja,pretty sure
2025-05-09T07:06:37.107873,forsen,ridert7,$shuffle +ed
2025-05-09T07:06:39.081969,forsen,supibot,+ed
2025-05-09T07:06:40.904595,forsen,deepdankdungeonbot,Supibot |  🧪 Halfway through the dungeon you notice you left your magic potions at home. You need to stop and rest to recover your spell points. | Experience Gained: 8595💎
2025-05-09T07:06:42.058404,forsen,seanduck3s,Ok I need to sleep
2025-05-09T07:06:44.423615,xqc,djtoenailofficial,if they did i wouldve heard of it
2025-05-09T07:06:44.576217,gaules,fannouty1_,!kingleagues
2025-05-09T07:06:45.022783,bratishkinoff,sweetascherry,да????
2025-05-09T07:06:45.586919,forsen,seanduck3s,Final tomroow
2025-05-09T07:06:50.388189,forsen,wegosimple,$tuck seanduck3s
2025-05-09T07:06:51.320432,forsen,supibot,You tucked seanduck3s to bed supiniOkay 👉 🛏
2025-05-09T07:06:53.157376,xqc,moenysoulja,wideReacting
2025-05-09T07:06:53.580749,forsen,seanduck3s,ty
2025-05-09T07:06:53.698059,forsen,ridert7,>enterdungeon
2025-05-09T07:06:53.782746,lirik,bl1ndtv,yeah we need more cat emotes yikesJAM
2025-05-09T07:06:54.333474,forsen,feelsstrongbot,"+ed SirShield FeelsStrongMan SirSword Yo, just dropped into this dungeon like a boss, ready to slay those challenges and level up! Let's vibe and conquer, fam! 🎮✨"
2025-05-09T07:06:55.145645,bratishkinoff,deadmorass,:-w ютуб разбанили ради парада охуеть
2025-05-09T07:06:55.873147,bratishkinoff,sweetascherry,"я прост не следила, 1 новость видела и все"
2025-05-09T07:06:55.968014,forsen,deepdankdungeonbot,FeelsStrongBot |  📜 Upon entering the dungeon you find a scroll with a text that says 'Imminent death'. You turn back in fear | No experience gained! FeelsBadMan
2025-05-09T07:06:56.446232,xqc,djtoenailofficial,it would make 0 sense it would be ps exclusive
2025-05-09T07:06:56.758383,forsen,unholyfaq,🪨 🚬
2025-05-09T07:07:00.334260,bratishkinoff,sweetascherry,0-0
2025-05-09T07:07:00.831267,otplol_,lck_athena,@Waxfax c'est kt dnf a 10h
2025-05-09T07:07:01.481280,forsen,sekiroto,$fuck @seanduck3s vixiTHIGHS
2025-05-09T07:07:01.889831,forsen,crane__0,emiruBONK sean
2025-05-09T07:07:02.182335,forsen,supibot,You fucked seanduck3s's brains out vixiTHIGHS
2025-05-09T07:07:02.928211,forsen,unholyfaq,$untuck @seanduck3s
2025-05-09T07:07:04.763650,forsen,seanduck3s,forsenCoomer
2025-05-09T07:07:04.848236,xqc,supoopi,omeStare
2025-05-09T07:07:05.306067,illojuan,evilaah,AYO
2025-05-09T07:07:06.154910,forsen,seanduck3s,ow
2025-05-09T07:07:07.798021,lirik,gabnesium,I haven't seen this one anywhere
2025-05-09T07:07:08.265062,forsen,ridert7,$tuck seanduck3s elisBrick
2025-05-09T07:07:08.408972,gaules,rowzigrus,!kl @fannouty1_
2025-05-09T07:07:08.493653,forsen,seanduck3s,what the heck
2025-05-09T07:07:08.800089,gaules,streamelements,@Rowzigrus @fannouty1_ KingWorldCup JOGOS 09/05 || Quartas de Final || Desimpedidos Goti vs Capim FC às 18h00 || Nyvelados FC vs Fluxo FC às 19h00 || G3X FC vs Dendele às 20h00 || Mais infos no site -> kingsleague.pro/pt/brazil
2025-05-09T07:07:09.048465,forsen,supibot,[Banphrased]
2025-05-09T07:07:09.632167,xqc,moenysoulja,so xbox can get it too wideReacting
2025-05-09T07:07:10.401637,forsen,seanduck3s,ow
2025-05-09T07:07:12.411276,montanablack88,dermofi,!rr
2025-05-09T07:07:12.560866,montanablack88,fossabot,ACTION Der Abzug wird betätigt. DerMofi überlebt! Happi
2025-05-09T07:07:18.545722,xqc,djtoenailofficial,i swear ps users are also the same people that glaze iphone
2025-05-09T07:07:18.970025,xqc,supoopi,theres xbox and ps5 in the trailer im pretty sure
2025-05-09T07:07:20.343432,xqc,moenysoulja,i have a xbox sitting in my basement
2025-05-09T07:07:21.003700,forsen,sekiroto,buhnniCopter
2025-05-09T07:07:24.133896,caedrel,calioniii,yuh
2025-05-09T07:07:24.415937,caedrel,moobot,CHECK OUT THE YOUTUBE CHANNEL : www.youtube.com/caedrel
2025-05-09T07:07:25.096635,forsen,unholyfaq,🪨 🚬
2025-05-09T07:07:27.208874,caedrel,sligging,STARTSTREAMINGNOWSMADGE ?
2025-05-09T07:07:28.766873,grimmmz,djsavagevs,1 hitter quitter
2025-05-09T07:07:35.311876,forsen,synofle,Secsso fifiHuggy
2025-05-09T07:07:35.649714,lirik,gabnesium,"but yeah, we need more bunnies wideVIBE"
2025-05-09T07:07:36.532071,otplol_,waxfax,D'acc merci !
2025-05-09T07:07:36.616756,grimmmz,coppermax1,!simon
2025-05-09T07:07:36.702708,grimmmz,nightbot,It's done https://shorturl.at/6jv2H grimTHOOM
2025-05-09T07:07:38.806636,caedrel,maihsi,TITLE CHANGED Pog
2025-05-09T07:07:41.575729,xqc,djtoenailofficial,YEAH
2025-05-09T07:07:43.015457,forsen,secsso,"@Synofle, dankHug"
2025-05-09T07:07:44.166278,xqc,djtoenailofficial,ITS ON FUCKING XBOX
2025-05-09T07:07:44.997523,caedrel,sligging,Pog
2025-05-09T07:07:46.908927,forsen,ridert7,$tuck  seanduck3s nyxieTuckk
2025-05-09T07:07:47.728795,forsen,supibot,You tucked seanduck3s to bed nyxieTuckk 👉 🛏
2025-05-09T07:07:48.026235,xqc,moenysoulja,OOOO
2025-05-09T07:07:48.860210,caedrel,penumbriai,@ProfYagamiL oh dam get well soon hugg
2025-05-09T07:07:49.487744,xqc,djtoenailofficial,OMG I FUCKING HATE PS USERS
2025-05-09T07:07:51.166488,forsen,seanduck3s,ty
2025-05-09T07:07:53.359656,caedrel,thewayigo,xgg
2025-05-09T07:07:55.706220,otplol_,lck_athena,np
2025-05-09T07:07:56.899797,forsen,twolettername,good morning saaaaaaar
2025-05-09T07:07:59.290388,xqc,djtoenailofficial,it literally says xbox at the bottom omg FUCK PS USERS
2025-05-09T07:07:59.804719,forsen,ridert7,elisBlep np
2025-05-09T07:07:59.987899,caedrel,flourish3,xgg
2025-05-09T07:08:03.663169,xqc,djtoenailofficial,u glazing fucks
2025-05-09T07:08:07.609194,xqc,supoopi,omeDamn
2025-05-09T07:08:11.439494,xqc,djtoenailofficial,oh gta 6 is gonna be ps exclusive
2025-05-09T07:08:11.712704,gaules,streamelements,Aproveite 30 dias grátis de Prime Gaming https://amzn.to/3mJlJOS
2025-05-09T07:08:13.650959,xqc,moenysoulja,ome5
2025-05-09T07:08:14.559474,forsen,unholyfaq,$untuck @seanduck3s
2025-05-09T07:08:15.325863,forsen,hucorp,FeelsStrongMan Friday
2025-05-09T07:08:16.233953,lirik,bl1ndtv,and turtles mhmFR
2025-05-09T07:08:16.734076,caedrel,patconnaughton43points,ppx oce gang
2025-05-09T07:08:19.649250,lirik,bl1ndtv,HUH
2025-05-09T07:08:19.921371,forsen,seanduck3s,the heck
2025-05-09T07:08:20.554194,xqc,djtoenailofficial,go buy the new apple phone each year u broke retards
2025-05-09T07:08:22.001195,xqc,supoopi,why would it be ps exclusive omeScrajj
2025-05-09T07:08:23.093349,forsen,hucorp,🗿 unholyfaq
2025-05-09T07:08:25.041348,cohhcarnage,littlecaelum,@feludin @hebrewhammer76 @draucien cohhPls
2025-05-09T07:08:25.268389,caedrel,jozzza123,ppx gang
2025-05-09T07:08:26.809610,amouranth,fossabot,Join my discord! https://discord.gg/nAZEkUNWPt https://discord.gg/nAZEkUNWPt https://discord.gg/nAZEkUNWPt https://discord.gg/nAZEkUNWPt https://discord.gg/nAZEkUNWPt https://discord.gg/nAZEkUNWPt
2025-05-09T07:08:29.289310,forsen,ram917,<a can you arrest seanducks
2025-05-09T07:08:31.722695,forsen,botr,@Ram917 🚨 👮‍♂️ SEANDUCKS STEP AWAY FROM THE CHILD ❗ 🚔
2025-05-09T07:08:33.798607,lirik,herrcookiekiller,HEH
2025-05-09T07:08:34.921494,grimmmz,papablanco,Dont wanna spoil anything but have you fought the boss in that area?
2025-05-09T07:08:35.554827,forsen,unholyfaq,@hucorp 🗿 🤝 🪨
2025-05-09T07:08:35.844447,bratishkinoff,alekova9,https://kappa.lol/QDOPVC бля имбецилы
2025-05-09T07:08:36.275169,forsen,k0ydia,+ed syadouWiggle
2025-05-09T07:08:36.937543,xqc,ddoskar,nah bro is getting baited so hard
2025-05-09T07:08:37.121972,forsen,deepdankdungeonbot,K0ydia |  ❔ You wander around in the dungeon aimlessly… It has been more than two weeks… What is even the point any more… | No experience gained! FeelsBadMan
2025-05-09T07:08:37.292514,xqc,moenysoulja,yk why vro
2025-05-09T07:08:38.978100,forsen,hucorp,FallHalp
2025-05-09T07:08:39.062695,grimmmz,karkali007,hey therreee
2025-05-09T07:08:39.432403,xqc,djtoenailofficial,cause ps tards want it to be cause they think the world revolves around them
2025-05-09T07:08:39.590695,grimmmz,luckschmuck,!simon
2025-05-09T07:08:39.700101,grimmmz,nightbot,It's done https://shorturl.at/6jv2H grimTHOOM
2025-05-09T07:08:41.048023,xqc,supoopi,anyways
2025-05-09T07:08:45.515282,forsen,ridert7,k0ydia syadouWiggle
2025-05-09T07:08:48.029831,bratishkinoff,trayankt,@deadmorass У меня и так давно работал :-w
2025-05-09T07:08:48.347404,bratishkinoff,moobot,Собери комп мечты с бесплатной услугой сборки — https://tinyurl.com/355tae3z
2025-05-09T07:08:48.718535,lirik,gabnesium,I like turtles Smile
2025-05-09T07:08:48.931699,xqc,supoopi,no one cares
2025-05-09T07:08:50.579998,forsen,zaelisia,Crashing this chat.
2025-05-09T07:08:51.358892,xqc,supoopi,abotu you console cucks
2025-05-09T07:08:51.589021,grimmmz,pilkkis,Secret lab is a quality product
2025-05-09T07:08:51.997595,caedrel,sligging,ppx
2025-05-09T07:08:52.284123,caedrel,moobot,Caedrel has opened a new PO Box! Check the about section under the stream for details about where to send your gifts!
2025-05-09T07:08:53.352143,forsen,k0ydia,ridert7 syadouWiggle
2025-05-09T07:08:55.440457,xqc,ddoskar,fr
2025-05-09T07:08:55.789450,xqc,djtoenailofficial,🚗 ive seen this rumor on yt tiktok instagram x everything
2025-05-09T07:08:56.001665,xqc,supoopi,we care about when itll come to pc
2025-05-09T07:08:57.259055,grimmmz,dainty_angela,ashySip
2025-05-09T07:08:57.657884,xqc,supoopi,GETOUT
2025-05-09T07:09:00.762096,xqc,moenysoulja,omeCrash why not just release on everything
2025-05-09T07:09:01.972195,forsen,redplnts,@seanduck3s >thoughts
2025-05-09T07:09:03.239821,knekro,acuboisdoomed,BaileInsano
2025-05-09T07:09:05.965292,forsen,feelsstrongbot,"redplnts, forsenGa 💢 FINAL TOMROOW??? Can't even spell tomorrow correctly LULE what a  Pepega . I bet @seanduck3s is a juicer who can't even beat minecraft in 15:28 like ..."
2025-05-09T07:09:06.733798,caedrel,guonee,Chat
2025-05-09T07:09:06.818662,xqc,ddoskar,no you didnt dtn
2025-05-09T07:09:08.688057,bratishkinoff,jora95smetanka228rr,stoit
2025-05-09T07:09:08.772710,caedrel,just_a_mob,if LCK goes live 7 days a week we might actually get some true pace from this FRAUD
2025-05-09T07:09:08.906478,forsen,redplnts,>askpepega will you be presetn at @seanduck3s funeral
2025-05-09T07:09:09.198743,xqc,djtoenailofficial,itll be on pc in like 2027
2025-05-09T07:09:10.388652,forsen,redplnts,type shit
2025-05-09T07:09:11.619604,caedrel,guonee,xddkiss
2025-05-09T07:09:12.677726,caedrel,hellerfromwish,there is no way you are ppx crew and are idling in this chat already
2025-05-09T07:09:13.529702,xqc,djtoenailofficial,or 2028
2025-05-09T07:09:15.575760,xqc,djtoenailofficial,APU
2025-05-09T07:09:17.847160,gronkh,triss_merigold_92,"Aber freu mich voll für euch, Broti und Jonas, dass ihr das große Glück gefunden habt peepoHappy"
2025-05-09T07:09:20.109601,cohhcarnage,hebrewhammer76,cohhGV cohhJam cohhBongos
2025-05-09T07:09:20.724415,xqc,supoopi,ApuApustaja ?
2025-05-09T07:09:23.628125,xqc,djtoenailofficial,will we even be alive by then
2025-05-09T07:09:24.294535,bratishkinoff,sweetascherry,вы лучше скажите почему дс без впн работает с телефона
2025-05-09T07:09:28.090053,grimmmz,noodlesprout,any cross legged sitters in the chat?
2025-05-09T07:09:30.263879,xqc,djtoenailofficial,Aware
2025-05-09T07:09:30.374056,caedrel,icanhearthosevoices,yesterday he started stream around now
2025-05-09T07:09:30.649075,xqc,supoopi,probably not
2025-05-09T07:09:32.067127,bratishkinoff,sweetascherry,3 день
2025-05-09T07:09:32.349348,gronkh,elektrojonas,yay nyaYay
2025-05-09T07:09:32.593479,xqc,djtoenailofficial,w
2025-05-09T07:09:33.114402,xqc,moenysoulja,30fps for two years yayyyyy ome32
